"Type","Subjects","Old","New","Count"
"inferred","AM","[missing subject]","AM","1"
"inferred","LA","[missing subject]","LA","2"
"knowledge","AM","不定积分/求不定积分/指数函数","不定积分","1"
"knowledge","LA","矩阵/伴随矩阵","伴随矩阵","1"
"knowledge","LA","特征值与特征向量/定义/各行元素之和","特征值与特征向量","1"
"knowledge","LA","行列式/定义/代数余子式","伴随矩阵","1"
"source","AM","27_880/a","27_880","1"
